21,71.7733835428
21,82.3722667558
21,87.4823696533
21,86.1039718231
21,90.1628078165
21,95.2724529116
21,97.1442999425
21,90.8230798465
21,92.5052453388
21,95.8685853059
21,102.561575558
21,98.0344375021
21,99.8725853202
21,102.218647139
21,104.452210818
21,90.5767626212
21,93.1681839228
21,95.1429258617
21,97.8065791491
21,88.8143961333
21,91.5067453291
21,97.2365901578
21,102.509473303
21,95.0621666866
21,98.904111661
21,104.342885904
21,111.183811786
21,99.7262254027
21,108.415767403
21,119.063357217
21,124.869889148
21,124.963307242
21,127.504145411
21,129.707917893
21,138.222544214
21,130.280846753
21,129.550452683
21,133.289910727
21,147.574260632
21,122.234614296
21,129.09245565
21,137.630246266
21,145.090364679
21,99.8523809524
21,112.357142857
21,110.485714286
21,109.942857143
21,68.0
21,72.0
21,96.0
