17,22.212571865
21,278.133167665
21,479.251533957
21,751.775078294
21,2026.59175373
21,2259.0289785
21,2272.82513073
21,2590.87481805
21,2607.05803962
21,2868.87485274
21,2880.62688408
21,2893.9445997
21,3194.03297887
21,3197.76678578
21,3206.9167242
21,3339.95301523
20,3459.52404825
20,3464.28705096
20,3467.63439035
20,3600.37005436
20,3615.39285883
20,3631.32553668
20,3664.94805289
20,3680.72402747
20,3684.61620432
20,3690.74526092
20,3703.96621772
20,3713.15107963
20,3727.42257718
20,3739.04075465
20,3753.98005474
20,3904.99011215
20,3906.05480732
20,3906.32650408
20,3940.94235883
21,4121.47590852
21,4142.69756655
21,4159.07125828
21,4186.73671972
21,4203.07482744
21,4205.2187922
21,4211.77984121
21,4213.44887757
21,4432.83000437
20,4458.20912141
20,4505.55573905
20,4507.44202618
20,4563.09967388
20,4565.20626285
20,4566.73425421
20,4570.46361097
20,4605.70834529
20,4609.74621056
20,4611.79681179
20,4616.02601481
20,4619.35923255
20,4671.57553119
20,4693.06742764
20,4694.88510017
20,4696.36975558
20,4708.90147601
20,4735.38009785
20,4741.19947458
20,4741.32996234
20,4748.24812288
20,4748.6886886
20,4748.71452079
20,4749.66769352
20,4758.19162352
20,4759.42934451
20,4759.48167841
20,4759.57797966
20,4793.34905204
20,4794.99236544
20,4797.24439453
20,4797.26948046
20,4810.71071747
20,4810.72502132
20,4813.61003893
20,4829.68727488
20,4839.49187809
20,4839.6829459
20,4839.70535292
20,4839.72924815
20,4843.77587336
20,4846.07590667
20,4855.04349101
20,4859.6598178
20,4859.69784738
20,4870.74936115
20,4870.84178623
20,4870.99740388
20,4892.26605565
20,4898.23382685
20,4900.8717501
20,4903.38169417
20,4965.55761952
20,4973.73017789
20,4984.35912803
20,4984.81878013
20,4990.24628545
20,4994.47095634
20,5004.35109941
20,5005.55873874
20,5006.47868307
20,5014.68260409
20,5030.79391041
20,5031.26445648
20,5033.00137709
20,5033.55939724
20,5045.1536172
20,5045.91094851
20,5045.93087049
20,5047.57771687
20,5047.59992085
20,5047.82661436
20,5054.0339885
20,5054.0840448
20,5054.37755705
20,5054.37756259
20,5061.71871564
20,5067.13684645
20,5068.22856581
20,5072.95292611
20,5072.98355502
20,5086.68311165
20,5086.91420924
20,5093.70594613
20,5093.70810935
20,5098.61835811
20,5098.99240832
20,5117.81440793
20,5121.10205304
20,5121.48311
20,5151.75058714
20,5189.99862292
21,5256.9151778
21,5256.96607617
20,5328.04002496
20,5336.22705906
20,5353.11818433
20,5354.79413838
20,5386.03581515
20,5498.39559257
20,5515.29537052
20,5530.83089761
20,5532.61465409
20,5538.6512311
20,5540.2565654
20,5663.36873037
20,5697.84691689
20,5721.11477423
20,5747.98197933
20,5748.32099402
20,5750.24530078
20,5756.56851801
20,5757.30537491
20,5807.63900081
20,5844.3967679
20,5850.04972929
20,5852.77690233
20,5862.8740994
20,5870.2025681
20,5872.60008485
20,5908.42210106
20,5919.83946995
21,6013.10747165
21,6064.30677899
21,6081.43228824
21,6086.20916624
21,6089.89110767
21,6095.72780168
21,6129.30670238
21,6132.39911356
21,6132.64056634
21,6146.61444262
21,6162.4529666
21,6190.93718917
21,6203.10759875
21,6225.42754553
21,6240.99798209
21,6254.48840203
21,6255.01967631
21,6255.04793128
21,6353.24535773
21,6359.56904874
21,6359.56994576
21,6363.16916377
21,6363.29191564
21,6557.00707687
21,6570.37479778
21,6584.03533394
21,6597.09605315
21,6617.64172624
21,6624.87717802
21,6627.37451672
21,6639.68740063
21,6645.07980325
21,6645.4066862
21,6655.01484458

