1	17	22.21257187
2	21	278.1331677
3	21	479.251534
4	21	751.7750783
5	21	2026.591754
6	21	2259.028979
7	21	2272.825131
8	21	2590.874818
9	21	2607.05804
10	21	2868.874853
11	21	2880.626884
12	21	2893.9446
13	21	3194.032979
14	21	3197.766786
15	21	3206.916724
16	21	3339.953015
17	20	3459.524048
18	20	3464.287051
19	20	3467.63439
20	20	3600.370054
21	20	3615.392859
22	20	3631.325537
23	20	3664.948053
24	20	3680.724027
25	20	3684.616204
26	20	3690.745261
27	20	3703.966218
28	20	3713.15108
29	20	3727.422577
30	20	3739.040755
31	20	3753.980055
32	20	3904.990112
33	20	3906.054807
34	20	3906.326504
35	20	3940.942359
36	21	4121.475909
37	21	4142.697567
38	21	4159.071258
39	21	4186.73672
40	21	4203.074827
41	21	4205.218792
42	21	4211.779841
43	21	4213.448878
44	21	4432.830004
45	20	4458.209121
46	20	4505.555739
47	20	4507.442026
48	20	4563.099674
49	20	4565.206263
50	20	4566.734254
51	20	4570.463611
52	20	4605.708345
53	20	4609.746211
54	20	4611.796812
55	20	4616.026015
56	20	4619.359233
57	20	4671.575531
58	20	4693.067428
59	20	4694.8851
60	20	4696.369756
61	20	4708.901476
62	20	4735.380098
63	20	4741.199475
64	20	4741.329962
65	20	4748.248123
66	20	4748.688689
67	20	4748.714521
68	20	4749.667694
69	20	4758.191624
70	20	4759.429345
71	20	4759.481678
72	20	4759.57798
73	20	4793.349052
74	20	4794.992365
75	20	4797.244395
76	20	4797.26948
77	20	4810.710717
78	20	4810.725021
79	20	4813.610039
80	20	4829.687275
81	20	4839.491878
82	20	4839.682946
83	20	4839.705353
84	20	4839.729248
85	20	4843.775873
86	20	4846.075907
87	20	4855.043491
88	20	4859.659818
89	20	4859.697847
90	20	4870.749361
91	20	4870.841786
92	20	4870.997404
93	20	4892.266056
94	20	4898.233827
95	20	4900.87175
96	20	4903.381694
97	20	4965.55762
98	20	4973.730178
99	20	4984.359128
100	20	4984.81878
101	20	4990.246285
102	20	4994.470956
103	20	5004.351099
104	20	5005.558739
105	20	5006.478683
106	20	5014.682604
107	20	5030.79391
108	20	5031.264456
109	20	5033.001377
110	20	5033.559397
111	20	5045.153617
112	20	5045.910949
113	20	5045.93087
114	20	5047.577717
115	20	5047.599921
116	20	5047.826614
117	20	5054.033989
118	20	5054.084045
119	20	5054.377557
120	20	5054.377563
121	20	5061.718716
122	20	5067.136846
123	20	5068.228566
124	20	5072.952926
125	20	5072.983555
126	20	5086.683112
127	20	5086.914209
128	20	5093.705946
129	20	5093.708109
130	20	5098.618358
131	20	5098.992408
132	20	5117.814408
133	20	5121.102053
134	20	5121.48311
135	20	5151.750587
136	20	5189.998623
137	21	5256.915178
138	21	5256.966076
139	20	5328.040025
140	20	5336.227059
141	20	5353.118184
142	20	5354.794138
143	20	5386.035815
144	20	5498.395593
145	20	5515.295371
146	20	5530.830898
147	20	5532.614654
148	20	5538.651231
149	20	5540.256565
150	20	5663.36873
151	20	5697.846917
152	20	5721.114774
153	20	5747.981979
154	20	5748.320994
155	20	5750.245301
156	20	5756.568518
157	20	5757.305375
158	20	5807.639001
159	20	5844.396768
160	20	5850.049729
161	20	5852.776902
162	20	5862.874099
163	20	5870.202568
164	20	5872.600085
165	20	5908.422101
166	20	5919.83947
167	21	6013.107472
168	21	6064.306779
169	21	6081.432288
170	21	6086.209166
171	21	6089.891108
172	21	6095.727802
173	21	6129.306702
174	21	6132.399114
175	21	6132.640566
176	21	6146.614443
177	21	6162.452967
178	21	6190.937189
179	21	6203.107599
180	21	6225.427546
181	21	6240.997982
182	21	6254.488402
183	21	6255.019676
184	21	6255.047931
185	21	6353.245358
186	21	6359.569049
187	21	6359.569946
188	21	6363.169164
189	21	6363.291916
190	21	6557.007077
191	21	6570.374798
192	21	6584.035334
193	21	6597.096053
194	21	6617.641726
195	21	6624.877178
196	21	6627.374517
197	21	6639.687401
198	21	6645.079803
199	21	6645.406686
200	21	6655.014845
